,s1,0.167hr,0.333hr,0.500hr,0.667hr,0.833hr,1.000hr,1.167hr,1.333hr,1.500hr,1.667hr,1.833hr,2.000hr,2.167hr,2.333hr,2.500hr,2.667hr,2.833hr,3.000hr,3.167hr,3.333hr,3.500hr,3.667hr,3.833hr,4.000hr,4.167hr,4.333hr,4.500hr,4.667hr,4.833hr,5.000hr,5.167hr,5.333hr,5.500hr,5.667hr,5.833hr,6.000hr,6.167hr,6.333hr,6.500hr,6.667hr,6.833hr,7.000hr,7.167hr,7.333hr,7.500hr,7.667hr,7.833hr,8.000hr,8.167hr,8.333hr,8.500hr,8.667hr,8.833hr,9.000hr,9.167hr,9.333hr,9.500hr,9.667hr,9.833hr,10.000hr,10.167hr,10.333hr,10.500hr,10.667hr,10.833hr,11.000hr,11.167hr,11.333hr,11.500hr,11.667hr,11.833hr,12.000hr,12.167hr,12.333hr,12.500hr,12.667hr,12.833hr,13.000hr,13.167hr,13.333hr,13.500hr,13.667hr,13.833hr,14.000hr,14.167hr,14.333hr,14.500hr,14.667hr,14.833hr,15.000hr,15.167hr,15.333hr,15.500hr,15.667hr,15.833hr,16.000hr,16.167hr,16.333hr,16.500hr,16.667hr,16.833hr,17.000hr,17.167hr,17.333hr,17.500hr,17.667hr,17.833hr,18.000hr,18.167hr,18.333hr,18.500hr,18.667hr,18.833hr,19.000hr,19.167hr,19.333hr,19.500hr,19.667hr,19.833hr,20.000hr,20.167hr,20.333hr,20.500hr,20.667hr,20.833hr,21.000hr,21.167hr,21.333hr,21.500hr,21.667hr,21.833hr,22.000hr,22.167hr,22.333hr,22.500hr,22.667hr,22.833hr,23.000hr,23.167hr,23.333hr,23.500hr,23.667hr,23.833hr,24.000hr
2.500hr,0.728043887,0.75188381,0.779405543,0.811053426,0.845659239,0.87958589,0.908361009,0.927901397,0.941677892,0.95380033,0.965793545,0.977596742,0.988123784,0.995250437,0.998899967,1,0.998990603,0.996046847,0.991220135,0.98493023,0.977858088,0.970225182,0.962139283,0.953569272,0.94447426,0.935054504,0.925761753,0.916576452,0.907480617,0.898480465,0.889504422,0.880578729,0.871850385,0.863343249,0.855037043,0.84708203,0.839260331,0.831709892,0.824468306,0.817521419,0.810898759,0.80452579,0.798400621,0.792588627,0.787175666,0.781873097,0.777108647,0.772588351,0.768408526,0.764473783,0.760817177,0.757211103,0.75405837,0.751104881,0.748306813,0.745435292,0.742943775,0.740493588,0.737837514,0.73544083,0.733173111,0.73108817,0.729007459,0.727042734,0.725019853,0.7232378,0.721342731,0.719363939,0.717483803,0.715510064,0.713600584,0.71157821,0.709393668,0.707194242,0.704764688,0.702572342,0.7002501,0.697828526,0.69564702,0.69345017,0.691323612,0.688877156,0.686758,0.684145448,0.682077023,0.67983516,0.677341038,0.674778614,0.672376111,0.670380082,0.669054943,0.667687267,0.666488145,0.665087281,0.663332941,0.661621965,0.659666638,0.657626687,0.655135035,0.652736046,0.650018182,0.647271903,0.644254119,0.641341593,0.638511888,0.635537616,0.632590568,0.629686766,0.62681625,0.623509049,0.620111157,0.616965951,0.613771066,0.611003854,0.608164545,0.60524459,0.60244645,0.599430567,0.59658914,0.594148797,0.591640226,0.589270254,0.587186838,0.585752562,0.584450228,0.582832667,0.580904124,0.579563076,0.578764311,0.577806817,0.575941972,0.572565038,0.569021073,0.567617008,0.566921603,0.565661862,0.563455382,0.561157789,0.558955608,0.556067457,0.553262903,0.551092029,0.549596716,0.547961168,0.546438336
2.667hr,0.716589239,0.740250385,0.767534317,0.79889757,0.833193396,0.86682449,0.895370268,0.914954639,0.929161154,0.942074627,0.955225106,0.968559322,0.980980944,0.990159986,0.995850859,0.998990603,1,0.999001868,0.995998289,0.991317224,0.985610721,0.979148457,0.972062681,0.964359174,0.956016318,0.947250725,0.93849942,0.929771448,0.921063628,0.912390727,0.903684903,0.894987513,0.88644763,0.878098326,0.869919553,0.862051384,0.854298907,0.846785209,0.839554927,0.832596865,0.82594567,0.81952643,0.813341968,0.807460542,0.801971346,0.79660359,0.791749968,0.787147311,0.782885341,0.778864591,0.775123033,0.771448609,0.768209272,0.765185506,0.762302912,0.759363331,0.756785098,0.754247309,0.751522766,0.749042491,0.746689507,0.744518199,0.742354385,0.740314772,0.738216321,0.736359389,0.734394451,0.732333018,0.730374556,0.72832044,0.726340234,0.724247582,0.721996622,0.719728207,0.717249972,0.714999216,0.712617823,0.710125807,0.707861898,0.705580833,0.703375441,0.70084963,0.698631023,0.695915854,0.693729609,0.691378217,0.688778441,0.686108256,0.683619128,0.681543094,0.680152604,0.678711342,0.677460874,0.676000625,0.674165691,0.672365864,0.670321976,0.668204127,0.665643185,0.66315946,0.660378302,0.65756111,0.654471531,0.651471081,0.648569062,0.645512968,0.642483255,0.639496947,0.636560445,0.633185985,0.629733859,0.626534881,0.623272643,0.620420441,0.617530489,0.614565085,0.611727575,0.608670949,0.605790699,0.603317355,0.600767474,0.598369259,0.596230779,0.594709413,0.593347673,0.59169786,0.589739281,0.588330429,0.587490883,0.586509201,0.584628526,0.581138044,0.577425446,0.57587899,0.575109376,0.573788234,0.571526096,0.569148529,0.566863421,0.563888972,0.560993829,0.558744392,0.557131157,0.555448766,0.553867805
2.833hr,0.705048936,0.728566047,0.755627246,0.786698683,0.820664734,0.853982107,0.882305674,0.901929702,0.916489314,0.93003788,0.944117515,0.95869502,0.972675257,0.983579927,0.991049107,0.996046847,0.999001868,1,0.998967629,0.996071927,0.991887691,0.986732952,0.980769448,0.974035948,0.966532531,0.95848968,0.950332372,0.942102599,0.933815193,0.92549443,0.917080058,0.908629125,0.900295028,0.892117837,0.88408106,0.876311888,0.868637953,0.861171254,0.853962752,0.847004957,0.840336592,0.83388351,0.827650765,0.82171,0.816154015,0.810730034,0.805796518,0.801119023,0.79678011,0.792678294,0.788855594,0.785116508,0.781793988,0.778700053,0.775733585,0.772726083,0.770058576,0.767433196,0.764638888,0.762071735,0.759631969,0.757369692,0.75511853,0.752999571,0.750821782,0.748885099,0.74684718,0.744700983,0.742662273,0.740524356,0.738470995,0.73630459,0.733985795,0.73164596,0.729117963,0.726808176,0.724365818,0.721802438,0.719456229,0.717088093,0.714798848,0.712190239,0.709869612,0.70705067,0.704745465,0.702283366,0.699577788,0.69680178,0.694225963,0.692067338,0.690609605,0.689095534,0.6877915,0.686270266,0.684358107,0.682469882,0.680337732,0.678140473,0.675510059,0.672944495,0.670103315,0.667218535,0.664060736,0.660976318,0.658002338,0.654867442,0.651757292,0.648690076,0.645687407,0.642249695,0.638748304,0.635502766,0.632181815,0.629254321,0.626319137,0.623314035,0.620444076,0.617355133,0.614444709,0.611947842,0.609367101,0.606950767,0.604771756,0.603177894,0.601768055,0.60009779,0.598130568,0.596671159,0.595806116,0.594810354,0.592932964,0.589371847,0.585513369,0.583837878,0.583004762,0.581629169,0.579321414,0.576874204,0.574517298,0.57146887,0.568499019,0.566181464,0.564459453,0.562735945,0.561105344
3.000hr,0.693119565,0.716546957,0.743429521,0.774232034,0.807871453,0.840865352,0.868955277,0.888593584,0.90343606,0.917494548,0.93232178,0.947910793,0.96317844,0.975540328,0.984553884,0.991220135,0.995998289,0.998967629,1,0.999045773,0.996538895,0.992835234,0.988126213,0.982482197,0.975924138,0.968691123,0.961197081,0.953519081,0.945693672,0.937756421,0.92965776,0.921475137,0.913368268,0.905382379,0.897507022,0.889853985,0.882273455,0.874869811,0.86769816,0.860757257,0.854087707,0.847618381,0.841352791,0.835367257,0.82975783,0.824289891,0.819288962,0.814546785,0.810138306,0.805962789,0.802064215,0.798265377,0.794864775,0.791702017,0.78865372,0.785579286,0.782821513,0.780109037,0.777243058,0.774586758,0.772058606,0.769700705,0.767358002,0.765155503,0.762893452,0.760871949,0.75875701,0.756523383,0.754401226,0.752175397,0.750045297,0.747800889,0.745411502,0.742997083,0.740417917,0.738046685,0.735540636,0.732903711,0.73047374,0.728016541,0.725638217,0.722943162,0.720517225,0.717591909,0.715166063,0.712590827,0.709777996,0.706896725,0.704232149,0.701985609,0.700456214,0.698867805,0.69750515,0.695917899,0.69392844,0.691950288,0.689728712,0.687448055,0.684745415,0.68209864,0.67919758,0.67624548,0.673019949,0.669854237,0.666807439,0.663595483,0.660406562,0.657259623,0.654189909,0.650691934,0.647145052,0.643859378,0.640488245,0.637495486,0.634520383,0.631481501,0.628585904,0.625472758,0.622540759,0.620028369,0.617425491,0.614999852,0.612791884,0.611138856,0.609689748,0.608008436,0.606049076,0.604552065,0.603671555,0.602673439,0.600816296,0.597222994,0.593241186,0.591446815,0.590556435,0.589129398,0.586784012,0.584275536,0.58185669,0.578744812,0.575712824,0.573334811,0.571511904,0.569749905,0.568077036
3.167hr,0.681408221,0.70475545,0.73148113,0.762023807,0.795322574,0.827949638,0.85572786,0.875285398,0.890312012,0.904761676,0.920182433,0.936586979,0.952908793,0.96648945,0.97681923,0.98493023,0.991317224,0.996071927,0.999045773,1,0.999198999,0.997005931,0.993628434,0.98916017,0.983637131,0.977298291,0.970544749,0.96348528,0.956178816,0.948672852,0.940930186,0.933051193,0.925204063,0.917439115,0.909752979,0.902242515,0.894778917,0.887462593,0.880350759,0.873450633,0.866802448,0.860340568,0.854064471,0.84805527,0.84241303,0.836918793,0.831869044,0.827078173,0.822612885,0.818377649,0.814414492,0.810565816,0.807098491,0.803873646,0.800752137,0.79761739,0.794775703,0.791983006,0.78904971,0.786308932,0.783696939,0.78124537,0.778813545,0.776529774,0.774184165,0.772079143,0.769887392,0.767569667,0.765365569,0.763053853,0.760847909,0.758525622,0.756066662,0.75357843,0.750947898,0.748515086,0.745944259,0.743233953,0.740720302,0.738174208,0.735705262,0.732922967,0.730391874,0.727360718,0.724815809,0.722129739,0.719212046,0.716229004,0.713477109,0.711141077,0.709537525,0.707874927,0.706451471,0.704794897,0.702728671,0.700661137,0.698351481,0.695984395,0.693206133,0.690477216,0.687513654,0.684492357,0.681197263,0.677951037,0.674829554,0.671541121,0.668273366,0.665046669,0.661908283,0.658351088,0.65476009,0.65143793,0.648021224,0.644970024,0.64195721,0.638887595,0.635969953,0.632837838,0.629888569,0.627364318,0.624743857,0.622312508,0.620081319,0.618376458,0.616890575,0.615200749,0.613258679,0.611733083,0.610843008,0.60984485,0.608014458,0.604415285,0.600327298,0.598415427,0.597466996,0.595989245,0.593611497,0.591048695,0.588576042,0.585410355,0.582324624,0.579890882,0.577972812,0.576171629,0.574464198
3.333hr,0.670206077,0.693433888,0.71997449,0.750256911,0.783228456,0.815492533,0.842922735,0.862325328,0.877460515,0.892225045,0.90814633,0.92524212,0.942456873,0.957071941,0.968520226,0.977858088,0.985610721,0.991887691,0.996538895,0.999198999,1,0.999285607,0.997256298,0.994011688,0.989592149,0.984223702,0.978290522,0.971927524,0.965213372,0.958206553,0.950882619,0.943362937,0.935824394,0.928323101,0.920863559,0.913530442,0.906214374,0.899013821,0.891988033,0.885153908,0.878550866,0.872118927,0.865854509,0.859842809,0.854188517,0.848685927,0.843606643,0.838783322,0.834275277,0.829995513,0.825981388,0.822094323,0.818573551,0.815296293,0.812113874,0.808928436,0.806013718,0.803152709,0.800161196,0.79734681,0.794661318,0.792124971,0.789612645,0.78725593,0.784834684,0.782653229,0.780390028,0.777997906,0.775718643,0.773330027,0.77105433,0.768660149,0.766138025,0.763582157,0.760903001,0.758412843,0.755780211,0.753000868,0.750407424,0.747775535,0.745217703,0.74235026,0.739716633,0.736584088,0.733924946,0.731133601,0.728116561,0.725037809,0.722202868,0.719779841,0.718102544,0.716367973,0.714883823,0.713158843,0.711018397,0.708863649,0.70646899,0.704015103,0.701159511,0.698347863,0.695319182,0.692226724,0.688859642,0.685533066,0.68233439,0.678969134,0.675621586,0.672313845,0.669104552,0.665487499,0.661851353,0.658493807,0.655033112,0.651925999,0.648874879,0.64577374,0.642833059,0.639683307,0.636716186,0.634178895,0.631541093,0.629103384,0.626849015,0.625094303,0.623568767,0.621866336,0.619944043,0.618394118,0.617497628,0.616497152,0.6146896,0.611100439,0.606920764,0.604888002,0.603873081,0.602345247,0.599936209,0.59732349,0.594802999,0.591591337,0.588457207,0.585970103,0.583961409,0.582118208,0.580379243
3.500hr,0.659650706,0.682710543,0.709017102,0.738994947,0.77160016,0.803462175,0.830489134,0.849668353,0.864846888,0.879863032,0.896215107,0.913914927,0.931909419,0.947421927,0.959834083,0.970225182,0.979148457,0.986732952,0.992835234,0.997005931,0.999285607,1,0.999326981,0.997353604,0.994112147,0.989799492,0.984775209,0.979196319,0.973158656,0.966730688,0.959901624,0.952809188,0.945638465,0.938452516,0.93126411,0.924148261,0.917014408,0.909960179,0.903047576,0.896304172,0.889768395,0.88338634,0.877152946,0.871156737,0.865506898,0.86001066,0.854916697,0.850073416,0.845533074,0.841220067,0.837165737,0.833249056,0.829684646,0.826362205,0.82312855,0.81990058,0.816921933,0.81400233,0.810960551,0.808082273,0.805332973,0.802720155,0.800136085,0.79771414,0.795225013,0.792973873,0.790645153,0.788188579,0.785841249,0.783384923,0.781045861,0.778586298,0.776008025,0.773391188,0.770666588,0.768123591,0.765433461,0.762590855,0.759922372,0.757208647,0.754564554,0.751614075,0.748879802,0.745649177,0.742879044,0.739986649,0.73687429,0.733704298,0.73078975,0.728280974,0.726529292,0.724725062,0.723180088,0.721388272,0.719176711,0.716937124,0.714460401,0.711920609,0.708986213,0.706092464,0.702997244,0.699833123,0.696392244,0.692986419,0.6897083,0.686266433,0.682838549,0.679449555,0.67616713,0.672489888,0.668807521,0.665415052,0.661911972,0.658750621,0.655660673,0.652527263,0.649561823,0.646394581,0.64340885,0.640856218,0.638200492,0.635755129,0.63347697,0.631672684,0.630104301,0.62838431,0.626482058,0.624911153,0.624010642,0.623007625,0.621219096,0.617652634,0.613397,0.611241673,0.610151869,0.608572026,0.606130109,0.603468795,0.600903545,0.597650946,0.594471805,0.591932003,0.589836422,0.587945309,0.586173318
3.667hr,0.649679298,0.672523123,0.698535814,0.728149538,0.760342474,0.791771239,0.818365727,0.83728371,0.852460973,0.867678828,0.884403011,0.90263277,0.921311135,0.937604928,0.950847238,0.962139283,0.972062681,0.980769448,0.988126213,0.993628434,0.997256298,0.999326981,1,0.999336394,0.99734665,0.9941786,0.990155521,0.985452691,0.98018083,0.974417554,0.968166915,0.961576926,0.954840128,0.948027388,0.941160465,0.934307204,0.927395018,0.920521472,0.913752922,0.907127463,0.900682412,0.89437171,0.888189394,0.882226631,0.876596853,0.871121389,0.866026104,0.861174127,0.856610928,0.852274187,0.848188895,0.844249903,0.840649778,0.837288431,0.834011138,0.830747001,0.827712046,0.824741501,0.821656084,0.818722396,0.815917748,0.813236003,0.810588251,0.80810781,0.805558045,0.803242454,0.800854133,0.798342164,0.795933218,0.79341765,0.791021444,0.788503162,0.785874281,0.783202064,0.780434081,0.777842475,0.775099064,0.772198267,0.769458736,0.766666432,0.763938192,0.760905276,0.758071059,0.754743731,0.751862546,0.748869635,0.745663119,0.742403469,0.739409245,0.736813906,0.734985643,0.73311369,0.731506583,0.729648469,0.727367648,0.725045222,0.722489271,0.719864967,0.716850103,0.713875028,0.710711997,0.707476132,0.703961153,0.700477753,0.697119513,0.693602094,0.690094437,0.686625422,0.6832688,0.679531985,0.675803598,0.672377541,0.668834351,0.665622182,0.662494958,0.659331191,0.656340651,0.653157291,0.650154305,0.647585667,0.644912256,0.642459151,0.640157982,0.638304784,0.636692458,0.63495154,0.633069507,0.631481434,0.630578446,0.629575081,0.62780241,0.624269821,0.619955419,0.617678496,0.61650612,0.614872861,0.612395315,0.609685887,0.607077825,0.603787943,0.600567019,0.597974968,0.595795877,0.593850588,0.592042174
3.833hr,0.639903312,0.662517196,0.688202752,0.71741796,0.749170468,0.780147569,0.806293163,0.824924378,0.840068218,0.855452069,0.872507228,0.891217183,0.910516912,0.927513062,0.94149,0.953569272,0.964359174,0.974035948,0.982482197,0.98916017,0.994011688,0.997353604,0.999336394,1,0.999324058,0.997384461,0.994452745,0.99071742,0.986301552,0.981290609,0.975704124,0.96969489,0.963461171,0.957083044,0.950591292,0.944049242,0.937401234,0.930745678,0.924155007,0.917677067,0.911348511,0.905132703,0.899022631,0.893112376,0.887518553,0.882078923,0.876995353,0.872146127,0.867569972,0.863218243,0.859110451,0.855155362,0.851525972,0.84813107,0.844816099,0.841520187,0.838434744,0.835419115,0.83229596,0.829313694,0.826460158,0.823716421,0.82101211,0.818478779,0.815874432,0.813499779,0.811057644,0.808497711,0.806032893,0.803465935,0.801018693,0.798448322,0.795774454,0.793052381,0.790242989,0.78760667,0.784813756,0.781859627,0.779052646,0.776183847,0.773372234,0.770255729,0.767320192,0.763895703,0.760902003,0.757805356,0.754503258,0.751152944,0.748075897,0.745390702,0.743481453,0.741542094,0.739870022,0.737945336,0.735595322,0.733190885,0.730557679,0.727850094,0.724754057,0.721697949,0.718465401,0.715156967,0.711567298,0.70800744,0.704568752,0.70097637,0.697389814,0.693842104,0.690411033,0.686615879,0.682842784,0.679385083,0.675804306,0.672545779,0.669383533,0.666192582,0.663178632,0.659981777,0.656963539,0.654380127,0.651690377,0.649230853,0.646908925,0.645010377,0.643355151,0.641591711,0.639729746,0.638130185,0.637227902,0.636227662,0.634470341,0.630981411,0.626626386,0.624232104,0.622971385,0.62128371,0.618769395,0.61601269,0.613364247,0.610041023,0.606782552,0.604139527,0.601881739,0.599877854,0.598030133
4.000hr,0.630358802,0.65269729,0.678020709,0.706802372,0.738084327,0.768588333,0.79427115,0.81259684,0.827674659,0.843180377,0.860511958,0.879636076,0.899477154,0.917087925,0.93170792,0.94447426,0.956016318,0.966532531,0.975924138,0.983637131,0.989592149,0.994112147,0.99734665,0.999324058,1,0.99935839,0.997599549,0.9949179,0.991445483,0.987273618,0.982436929,0.977088107,0.971428828,0.965549354,0.959489602,0.953310297,0.9469719,0.940575051,0.934199627,0.927901883,0.921718724,0.915624225,0.909610341,0.903774273,0.898234707,0.892847775,0.88779072,0.882957568,0.878380497,0.8740235,0.86990193,0.865936388,0.862284283,0.858861165,0.855513758,0.852190496,0.8490597,0.846003943,0.84284854,0.839823328,0.836926128,0.83412669,0.831371772,0.828790617,0.826136737,0.823708222,0.821217012,0.818615075,0.816099932,0.813488444,0.810995564,0.808379365,0.805665518,0.802898458,0.80005106,0.797373739,0.794534614,0.791532067,0.788661004,0.785717122,0.782821817,0.779619016,0.776579648,0.773055732,0.76994621,0.766741751,0.76334045,0.759895805,0.75673054,0.75395068,0.751954551,0.74994649,0.748205151,0.746212139,0.743792213,0.741305,0.738595459,0.735805204,0.7326284,0.72949147,0.726187597,0.722804901,0.719139981,0.715504453,0.711984585,0.708317528,0.704653162,0.701028515,0.697523434,0.693672356,0.689856662,0.686369684,0.682753921,0.679454074,0.676260656,0.67304714,0.67001256,0.666807298,0.663776602,0.661181175,0.65847819,0.656014733,0.653675899,0.651737402,0.650042055,0.648257119,0.646415005,0.644811984,0.643914909,0.642921781,0.641181317,0.637745035,0.633367464,0.630864559,0.629511827,0.627768371,0.625217142,0.622414205,0.619728088,0.61637583,0.613085164,0.610393395,0.608063873,0.605999074,0.604109329
4.167hr,0.620820283,0.64288641,0.667849699,0.696205455,0.727034535,0.757094511,0.782342981,0.800367832,0.815361083,0.83095652,0.84852364,0.868012374,0.888335922,0.90649413,0.921683991,0.935054504,0.947250725,0.95848968,0.968691123,0.977298291,0.984223702,0.989799492,0.9941786,0.997384461,0.99935839,1,0.999430564,0.99783822,0.99535688,0.992079418,0.988051671,0.983421929,0.978392978,0.973064354,0.967485375,0.961715709,0.955730369,0.949632545,0.943510832,0.937428443,0.931422554,0.925479334,0.919589304,0.913852963,0.9083907,0.903077072,0.898066611,0.893267745,0.888707749,0.884360085,0.880238645,0.876272977,0.872608689,0.869167007,0.865796523,0.86245412,0.859286838,0.856198233,0.853018132,0.849958335,0.847024461,0.84417813,0.841380649,0.838758276,0.836062138,0.833585791,0.831051214,0.82841329,0.825853989,0.823205469,0.820672882,0.81801766,0.81526842,0.812461334,0.809580385,0.806866627,0.80398596,0.800941094,0.79801166,0.794997662,0.792022284,0.788734873,0.785594445,0.781973531,0.778749745,0.775438409,0.771939187,0.768400751,0.765146074,0.762269881,0.760183508,0.758107863,0.756295634,0.754234398,0.751745732,0.749177262,0.746394104,0.74352472,0.740271122,0.737056406,0.733682911,0.73022725,0.726489406,0.722781442,0.719182787,0.715443698,0.711704604,0.708006602,0.704429793,0.700525696,0.696669392,0.693154466,0.689504904,0.686167039,0.682943934,0.679710232,0.676654793,0.673443253,0.670400005,0.667793666,0.665079838,0.662613461,0.660259958,0.658286006,0.656554168,0.65474986,0.652927933,0.651329918,0.650444312,0.649462686,0.647739253,0.644362728,0.639979111,0.637378796,0.635932545,0.634133386,0.631545706,0.628697452,0.625976056,0.622599402,0.619282555,0.616545807,0.614153147,0.61202966,0.610097769
